Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9165,Monster House,GC,2006,Adventure,THQ,0.11,0.03,0,0,0.14
9166,Dead or Alive 2,DC,2000,Fighting,31,0,0,0.14,0,0.14
9167,Buck Fever,1,2009,1,Destineer,0.13,0,0,0.01,0.14
9168,NCAA Basketball Final Four 97,PS,1997,1,Mindscape,0.08,0.05,0,0.01,0.14
9169,Ecco the Dolphin: Defender of the Future,4,2002,Adventure,20,0.07,0.05,0,0.02,0.14
9170,Heroes over Europe,8,2009,Simulation,35,0.1,0.03,0,0.01,0.14
9171,The Bombing Islands,PS,1997,2,Kemco,0.08,0.05,0,0.01,0.14
9172,Earth Defense Force 2: Invaders from Planet Space,13,2011,5,D3Publisher,0,0,0.14,0,0.14
9173,Bejeweled 3,6,N/A,3,Unknown,0.13,0,0,0.01,0.14
9174,Monster Jam,DS,2007,Racing,18,0.13,0,0,0.01,0.14
9175,Robots,DS,2005,5,Vivendi Games,0.12,0.01,0,0.01,0.14
9176,Gyakuten Saiban 2,9,2002,5,25,0,0,0.14,0,0.14
9177,Godzilla: Save the Earth,XB,2004,Fighting,32,0.1,0.03,0,0,0.14
9178,Skylanders Giants,5,2012,5,18,0.12,0.01,0,0.01,0.14
9179,Eragon,8,2006,5,Vivendi Games,0.12,0.01,0,0.01,0.14
9180,Micro Machi2,4,2002,Racing,32,0.07,0.05,0,0.02,0.14
9181,Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,0.08,0.05,0,0.01,0.14
9182,Jim Henson's the Muppets: On With the Show!,9,2003,5,TDK Mediactive,0.1,0.04,0,0,0.14
9183,Desire,SAT,1997,Adventure,Imadio,0,0,0.14,0,0.14
9184,Valhalla Knights: Eldar Saga,1,2009,4,Rising Star Games,0.1,0.01,0.01,0.01,0.14
9185,Lips: I Love The 80s,8,2010,Misc,28,0,0.12,0,0.02,0.14
9186,Monster Hunter Diary: Poka Poka Airou Village DX,5,2015,5,25,0,0,0.14,0,0.14
9187,Frank Thomas Big Hurt Baseball,PS,1996,1,31,0.08,0.05,0,0.01,0.14
9188,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,9,2005,2,29,0.1,0.04,0,0,0.14
9189,Power Pro Kun Pocket 8,DS,2005,1,21,0,0,0.14,0,0.14
9190,Sid Meier's Pirates!,XB,2005,6,26,0.11,0.03,0,0.01,0.14
9191,Enclave,XB,2002,Adventure,Swing! Entertainment,0.11,0.03,0,0.01,0.14
9192,Bottom of the 9th,PS,1996,1,21,0.08,0.05,0,0.01,0.14
9193,Pro Yaky? Spirits 2014,6,2014,1,21,0,0,0.14,0,0.14
9194,Dino Crisis 3,XB,2003,5,25,0.08,0.03,0.03,0,0.14
9195,Syberia,DS,2008,5,Mindscape,0.1,0.02,0,0.01,0.14
9196,Zoobles! Spring to Life!,DS,2011,Misc,18,0.1,0.02,0,0.01,0.14
9197,NFL Blitz 20-03,GC,2002,1,30,0.11,0.03,0,0,0.14
9198,The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0,0,0.14,0,0.14
9199,The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0,0.01,0.14
9200,Master Jin Jin's IQ Challenge,DS,2006,Misc,505 Games,0.13,0,0,0.01,0.14
9201,The Dark2s II,PC,2012,11,26,0.1,0.03,0,0.01,0.14
9202,Create,8,2010,5,34,0.1,0.03,0,0.01,0.14
9203,Karaoke Revolution Glee: Volume 3,8,2011,Misc,21,0.13,0,0,0.01,0.14
9204,Barbie Explorer,PS,2001,2,Unknown,0.08,0.05,0,0.01,0.14
9205,Rango: The Video Game,1,2011,5,34,0.08,0.04,0,0.01,0.14
9206,Disney's Chicken Little,XB,2005,2,29,0.1,0.03,0,0,0.14
9207,Power Gig: Rise of the SixString,6,2010,Misc,Unknown,0.13,0,0,0.01,0.14
9208,Transformers: Prime,1U,2012,5,18,0.09,0.03,0,0.01,0.14
9209,Agile Warrior F-111X,PS,1995,Simulation,7,0.08,0.05,0,0.01,0.14
9210,NCIS,8,2011,Adventure,35,0.1,0.03,0,0.01,0.14
9211,Jikkyou Powerful Pro Yakyuu 1,1,2007,1,21,0,0,0.14,0,0.14
9212,Reality Fighters,11,2012,Fighting,20,0.06,0.06,0,0.03,0.14
9213,Dynasty Warriors 7: Empires,6,2012,5,35 Annecy,0,0,0.14,0,0.14
9214,Cabela's African Safari,8,2006,1,18 Value,0.13,0,0,0.01,0.14
9215,Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,0.1,0.03,0,0.01,0.14
9216,College Hoops 2K8,6,2007,1,26,0.13,0,0,0.01,0.14
9217,Super 3 Fighter II Turbo,PS,1996,3,7,0.08,0.05,0,0.01,0.14
9218,Ninjatown,DS,2008,6,SouthPeak Games,0.12,0,0,0.01,0.14
9219,Star Wars: Jedi Power Battles,9,2002,5,THQ,0.1,0.04,0,0,0.14
9220,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,9,0.04,0.01,0.08,0,0.14
9221,Hard Rock Casino,13,2007,Misc,Oxygen Interactive,0.12,0,0,0.01,0.14
9222,Space Venus starring Morning Musume,4,2001,Misc,Sony Music Entertainment,0,0,0.14,0,0.14
9223,To Heart,PS,1999,Adventure,Aqua Plus,0,0,0.13,0.01,0.14
9224,Wild ARMs XF,13,2007,4,505 Games,0.07,0,0.06,0.01,0.14
9225,Doukyuusei,TG16,1995,Adventure,NEC,0,0,0.14,0,0.14
9226,RockMan & Forte,7,1998,2,25,0,0,0.14,0,0.14
9227,Persona 4: Arena Ultimax,6,2014,Fighting,Atlus,0,0.01,0.13,0,0.14
9228,NBA 2K13,1U,2012,1,26,0.08,0.04,0,0.01,0.14
9229,Science Papa,1,2009,Misc,18,0.12,0.01,0,0.01,0.14
9230,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,5,21,0,0.04,0.1,0,0.14
9231,MySims Collection,1,2010,Misc,34,0.13,0,0,0.01,0.14
9232,Cities: Skyli2,PC,2015,Simulation,10,0,0.13,0,0.01,0.14
9233,Football Manager 2012,13,2011,1,12,0,0.1,0,0.04,0.14
9234,Ape Escape Academy (jp sales),13,2004,Misc,20,0,0,0.13,0,0.14
9235,FIFA 06 Soccer,GC,2005,1,34,0.11,0.03,0,0,0.14
9236,Rayman Arena,GC,2002,Racing,35,0.11,0.03,0,0,0.14
9237,PaRappa The Rapper,13,2006,Misc,20,0.1,0,0.02,0.01,0.14
9238,4x4 EVO 2,GC,2002,Racing,Vivendi Games,0.11,0.03,0,0,0.14
9239,X-Blades,6,2009,5,SouthPeak Games,0.07,0.03,0.02,0.02,0.14
9240,Pro Yakyuu Netsu Star 2006,4,2006,1,9,0,0,0.14,0,0.14
9241,The History Channel: Civil War - A Nation Divided,8,2006,11,18,0.13,0,0,0.01,0.14
9242,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,13,2010,4,15,0.07,0,0.06,0.01,0.14
9243,Cyber Sled,PS,1995,5,20,0,0,0.13,0.01,0.14
9244,Puyo Puyo!! 20th Anniversary,DS,2011,3,12,0,0,0.14,0,0.14
9245,Famista Returns,5,2015,1,9,0,0,0.14,0,0.14
9246,Bust-A-Move Deluxe,13,2006,3,505 Games,0.13,0,0,0.01,0.14
9247,I Spy: Universe,DS,2010,3,Scholastic Inc.,0.13,0,0,0.01,0.14
9248,Shining Soul,9,2002,4,32,0.03,0.01,0.09,0,0.14
9249,Littlest Pet Shop: Spring,DS,2009,Simulation,34,0.12,0,0,0.01,0.14
9250,The Amazing Race,1,2010,Misc,35,0.13,0,0,0.01,0.14
9251,Alvin and the Chipmunks,DS,2007,Misc,Brash Entertainment,0.12,0,0,0.01,0.14
9252,Far Cry: Primal,PC,2016,5,35,0.04,0.09,0,0.01,0.14
9253,Bejeweled 3,8,N/A,3,Unknown,0.13,0,0,0.01,0.14
9254,Need for Speed Underground 2,DS,2005,22,0.11,0.02,0,0.01,0.14
9255,Dead Rising 2,PC,2010,5,25,0.1,0.02,0,0.01,0.14
9256,Let's Cheer,8,2011,Misc,26,0.12,0,0,0.01,0.14
9257,Happy Feet,1,2006,5,30,0.12,0,0,0.01,0.14
9258,In the Hunt,PS,1995,11,THQ,0.03,0.02,0.07,0.01,0.14
9259,Daytona USA Championship Circuit Edition,SAT,1995,Racing,12,0,0,0.14,0,0.14
9260,Major League Baseball 2K8,1,2008,1,26,0.13,0,0,0.01,0.14
9261,Marvel vs. 25 2: New Age of Heroes,XB,2002,Fighting,25,0.09,0.03,0.01,0,0.14
9262,SNK vs. 25: The Match of the Millennium,4,2006,Fighting,12,0,0.02,0,0.12,0.14
9263,BlazBlue: Chrono Phantasma Extend,10,2015,5,PQube,0.07,0.03,0.02,0.02,0.14
9264,Alone in the Dark: Inferno,6,2008,Adventure,32,0.09,0.03,0,0.02,0.14
9265,Rogue Warrior,6,2009,11,Bethesda Softworks,0.11,0.02,0,0.01,0.14
9266,Singstar: Ultimate Party,6,2014,Misc,17,0,0.12,0,0.02,0.14
9267,The X-Factor,6,2010,Misc,8,0,0.1,0,0.03,0.14
9268,Fear Factor: Unleashed,9,2004,5,Hip Interactive,0.1,0.04,0,0,0.14
9269,Avatar: The Last Airbender - The Burning Earth,8,2007,5,THQ,0.11,0.01,0,0.01,0.14
9270,Vampire Moon: The Mystery of the Hidden Sun,DS,2010,Adventure,City Interactive,0.12,0.01,0,0.01,0.14
9271,Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,0.13,0,0,0.01,0.14
9272,G.I. Joe: The Rise of Cobra,DS,2009,5,34,0.11,0.01,0,0.01,0.14
9273,Football Manager 2014,11,2013,1,12,0,0.1,0,0.04,0.14
9274,BIT.TRIP SAGA,5,2011,Misc,Rising Star Games,0.09,0.04,0,0.01,0.14
9275,Touch My Katamari,11,2011,3,9,0.08,0.04,0,0.02,0.14
9276,MotoGP '06,8,2006,Racing,THQ,0.11,0.01,0,0.01,0.14
9277,Houshinengi,PS,1998,6,16,0,0,0.13,0.01,0.14
9278,7th Dragon,DS,2009,4,12,0,0,0.14,0,0.14
9279,Pet Pals: Animal Doctor,1,2008,Simulation,JoWood Productions,0.13,0,0,0.01,0.14
9280,LEGO Island Xtreme Stunts,9,2002,Racing,LEGO Media,0.1,0.04,0,0,0.14
9281,Cruise Ship Vacation Games,1,2009,3,Avanquest,0.13,0,0,0.01,0.14
9282,Yu-Gi-Oh! GX: Tag Force,13,2006,6,21,0.09,0.03,0,0.02,0.14
9283,Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,35,0.13,0,0,0.01,0.14
9284,Learn Math,DS,2009,3,DreamCatcher Interactive,0.13,0,0,0.01,0.14
9285,Nitrobike,1,2008,Racing,35,0.11,0.01,0,0.01,0.14
9286,Magnetica,DS,2006,3,1,0.08,0.01,0.03,0.01,0.14
9287,World Soccer Winning Eleven 9 Bonus Pack,4,2006,1,21,0,0,0.14,0,0.14
9288,UEFA Euro 2004: Portugal,4,2004,1,34,0.07,0.05,0,0.02,0.14
9289,Hot Wheels: World Race,9,2003,Racing,THQ,0.1,0.04,0,0,0.14
9290,MLB 14: The Show,11,2014,1,20 America,0.11,0,0,0.02,0.14
9291,Dragon Age Origins: Awakening,PC,2010,4,34,0.01,0.1,0,0.02,0.14
9292,Scene It? Bright Lights! Big Screen!,8,2009,Misc,24,0.12,0,0,0.01,0.14
9293,NBA Jam,XB,2003,1,31,0.1,0.03,0,0,0.14
9294,Shining Resonance,6,2014,4,12,0,0,0.14,0,0.14
9295,World Tour Soccer 2002,4,2001,1,20,0.07,0.05,0,0.02,0.14
9296,Interactive Sampler Disc 6,PS,1997,Misc,20,0.08,0.05,0,0.01,0.14
9297,Let's Play Ballerina,DS,2010,1,8,0.13,0,0,0.01,0.14
9298,Wild Earth: African Safari,1,2008,Simulation,3,0.11,0.02,0,0.01,0.14
9299,Apex,XB,2003,Racing,32,0.1,0.03,0,0,0.14
9300,Kamen Rider Battle: Ganbaride,DS,2010,6,9,0,0,0.14,0,0.14
9301,Tomb Raider: The Prophecy,9,2002,5,35,0.1,0.04,0,0,0.14
9302,Vampire Night,4,2001,11,20,0.07,0.05,0,0.02,0.14
9303,Kororinpa: Marble Mania,1,2006,3,1,0.08,0.02,0.03,0.01,0.14
9304,Open Season,DS,2006,2,35,0.12,0,0,0.01,0.14
9305,Guilty Gear,PS,1998,Fighting,7,0.03,0.02,0.07,0.01,0.14
9306,Battlefield: Hardline,PC,2015,23,0,0.13,0,0.01,0.14
9307,Game Party: Champions,1U,2012,5,24,0.09,0.03,0,0.01,0.14
9308,Divinity II: The Dragon Knight Saga,8,2010,4,Focus Home Interactive,0.11,0.02,0,0.01,0.14
9309,World Championship Poker 2: Featuring Howard Lederer,13,2005,Misc,505 Games,0.12,0,0,0.01,0.14
9310,Mary-Kate and Ashley: Crush Course,PS,2001,5,31,0.08,0.05,0,0.01,0.14
9311,NHL Breakaway 98,PS,1996,1,31,0.08,0.05,0,0.01,0.14
9312,Disney's Cinderella: Magical Dreams,9,N/A,2,29,0.1,0.04,0,0,0.14
9313,Top Shot Arcade,1,2011,11,18,0.13,0,0,0.01,0.14
9314,Imagine: Fashion Stylist,DS,2010,Simulation,35,0.13,0,0,0.01,0.14
9315,Pro Evolution Soccer 2015,XOne,2014,1,21,0.02,0.1,0,0.01,0.14
9316,Red Orchestra 2: Heroes of Stalingrad,PC,2011,11,Tripwire Interactive,0.04,0.07,0,0.02,0.14
9317,Tiger Woods PGA Tour 2005,GC,2004,1,34,0.1,0.03,0,0,0.14
9318,Deepak Chopra's Leela,1,2011,Misc,THQ,0.11,0.01,0,0.01,0.14
9319,Tom Clancy's Ghost Recon,1,2010,11,35,0.11,0.01,0,0.01,0.14
9320,007: Quantum of Solace,DS,2008,5,18,0.11,0.01,0,0.01,0.14
9321,Salt Lake 2002,4,2002,1,Eidos Interactive,0.07,0.05,0,0.02,0.14
9322,ESPN MLB Baseball,XB,2004,1,12,0.1,0.03,0,0,0.14
9323,NCIS,1,2011,Adventure,35,0.08,0.04,0,0.01,0.14
9324,Little League World Series Baseball 2009,DS,2009,1,18,0.13,0,0,0.01,0.14
9325,Gladius,XB,2003,6,18,0.1,0.03,0,0,0.14
9326,Legends of Wrestling,XB,2002,Fighting,31,0.1,0.03,0,0,0.14
9327,Queen's Gate: Spiral Chaos,13,2011,4,9,0,0,0.14,0,0.14
9328,Nayuta no Kiseki,13,2012,5,Nihon 4,0,0,0.14,0,0.14
9329,Back At The Barnyard: Slop Bucket Games,DS,2008,1,THQ,0.12,0,0,0.01,0.14
9330,Quick Yoga Training,DS,2008,Misc,35,0.13,0,0,0.01,0.14
9331,Fashion Studio: Paris Collection,DS,2009,Misc,35,0.13,0,0,0.01,0.13
9332,Legendary,6,2008,11,32,0.08,0.03,0,0.02,0.13
9333,Spy Hunter 2,XB,2003,Racing,30,0.1,0.03,0,0,0.13
9334,Peppa Pig: Fun and Games,1,2010,Misc,35,0,0.12,0,0.02,0.13
9335,Backyard Soccer,PS,2001,1,Infogrames,0.07,0.05,0,0.01,0.13
9336,Final Fantasy XI: Rise of the Zilart,4,2003,4,33,0,0,0.13,0,0.13
9337,James Bond 007: Nightfire,9,2003,23,0.1,0.04,0,0,0.13
9338,Nobunaga no Yabou: Tendou,6,2010,6,16,0,0,0.13,0,0.13
9339,Medalot 7,5,2012,5,Rocket Company,0,0,0.13,0,0.13
9340,Bio FREAKS,PS,1998,5,GT Interactive,0.07,0.05,0,0.01,0.13
9341,Castlevania Chronicles,PS,2001,2,21,0.07,0.05,0,0.01,0.13
9342,Suzumiya Haruhi no Tomadoi,4,2008,Adventure,Banpresto,0,0,0.13,0,0.13
9343,MLB Power Pros 2008,1,2008,1,21,0.12,0,0.01,0.01,0.13
9344,NHL 2K8,8,2007,1,26,0.11,0.01,0,0.01,0.13
9345,Dokapon Kingdom,1,2008,4,Sting,0.12,0,0,0.01,0.13
9346,Bratz,9,2002,2,35,0.1,0.04,0,0,0.13
9347,Go Play: Circus Star,1,2009,5,3,0.12,0,0,0.01,0.13
9348,King Arthur,4,2004,5,21,0.07,0.05,0,0.02,0.13
9349,Winter Stars,1,2011,1,8,0.06,0.07,0,0.01,0.13
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,4,2005,Misc,D3Publisher,0,0,0.13,0,0.13
9351,The Guy Game,4,2004,Misc,Gathering of Developers,0.07,0.05,0,0.02,0.13
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,4,2006,5,Banpresto,0,0,0.13,0,0.13
9353,Blade II,XB,2002,5,18,0.1,0.03,0,0,0.13
9354,Suikoden: Tsumugareshi Hyakunen no Toki,13,2012,4,21,0,0,0.13,0,0.13
9355,Baseball Advance,9,2002,1,12,0.1,0.04,0,0,0.13
9356,Shonen Jump's One Piece: Grand Battle,4,2005,Fighting,32,0.07,0.05,0,0.02,0.13
9357,Retro 32 Classics,DS,2005,Misc,32,0.12,0,0,0.01,0.13
9358,NHL 2K9,6,2008,1,26,0.11,0.01,0,0.01,0.13
9359,Pro Yaky? Spirits 6,4,2009,1,21,0,0,0.13,0,0.13
9360,Freddi Fish: ABC under the sea,DS,2008,Misc,32,0.13,0,0,0.01,0.13
9361,3 Kingdoms,DS,2009,3,Zoo Digital Publishing,0.12,0,0,0.01,0.13
9362,Shovel Knight,5,2015,2,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
9363,Hyperdimension Idol Neptunia PP,11,2013,Misc,9,0.04,0.03,0.04,0.02,0.13
9364,Paperboy / Rampage,9,2005,Misc,Zoo Digital Publishing,0.1,0.04,0,0,0.13
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,4,Spike,0,0,0.13,0,0.13
9366,Ben 10 Galactic Racing,5,2011,Racing,D3Publisher,0.07,0.06,0,0.01,0.13
9367,Sentou Kokka Air Land Battle,PS,1995,6,20,0,0,0.13,0.01,0.13
9368,NTRA Breeders' Cup World Thoroughbred Championships,4,2005,Simulation,Bethesda Softworks,0.07,0.05,0,0.02,0.13
9369,Tak 2: The Staff of Dreams,XB,2004,2,THQ,0.1,0.03,0,0,0.13
9370,Hulk Hogan's Main Event,8,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13
9371,Transformers: Devastation,XOne,2015,5,18,0.09,0.03,0,0.01,0.13
9372,Euro Truck Simulator 2,PC,2012,5,SCS Software,0,0.12,0,0.02,0.13
9373,DmC: Devil May Cry,XOne,2015,5,25,0.08,0.04,0,0.01,0.13
9374,WipeOut 3 The Game,1U,2012,5,18,0.12,0,0,0.01,0.13
9375,Ys: The Ark of Napishtim,4,2005,4,21,0.07,0.05,0,0.02,0.13
9376,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,5,35,0.12,0,0,0.01,0.13
9377,Brain Assist,DS,2007,Misc,12,0.12,0,0,0.01,0.13
9378,Azure Dreams,PS,1997,4,21,0.07,0.05,0,0.01,0.13
9379,Rumble Roses XX,8,2006,Fighting,21,0.07,0.01,0.04,0.01,0.13
9380,Space Camp,1,2009,5,18,0.12,0,0,0.01,0.13
9381,SingStar Latino,4,2007,Misc,20,0.07,0.05,0,0.02,0.13
9382,Bakugan: Battle Trainer,DS,2010,5,18,0.12,0,0,0.01,0.13
9383,Phantom Brave: We Meet Again,1,2009,4,15,0.12,0,0.01,0.01,0.13
9384,Monster Rancher DS,DS,2008,4,16,0.08,0,0.05,0.01,0.13
9385,Kurt Warner's Arena Football Unleashed,PS,2000,1,30,0.07,0.05,0,0.01,0.13
9386,Suite PreCure: Melody Collection,DS,2011,Misc,9,0,0,0.13,0,0.13
9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,4,2008,4,Atlus,0.07,0.05,0,0.02,0.13
9388,NHL 2K9,4,2008,1,26,0.07,0.05,0,0.02,0.13
9389,Venetica,8,2010,4,DTP Entertainment,0.09,0.03,0,0.01,0.13
9390,Disney's Kim Possible: Kimmunicator,DS,2005,2,29,0.11,0.01,0,0.01,0.13
9391,James Bond 007: Legends,1U,2012,11,18,0.07,0.05,0,0.01,0.13
9392,Rogue Ops,XB,2003,5,Kemco,0.1,0.03,0,0,0.13
9393,NBA Hoopz,PS,2001,1,30,0.07,0.05,0,0.01,0.13
9394,Transworld Surf,XB,N/A,1,32,0.1,0.03,0,0,0.13
9395,Ru3y 15,6,2015,1,Bi3en Interactive,0.02,0.09,0,0.02,0.13
9396,MLB 11: The Show,4,2011,1,20,0.06,0.05,0,0.02,0.13
9397,Castrol Honda Superbike Racing,PS,1998,Racing,THQ,0.07,0.05,0,0.01,0.13
9398,History Civil War: Secret Missions,8,2008,11,18,0.12,0,0,0.01,0.13
9399,Army Men: Green Rogue,4,2001,5,3DO,0.06,0.05,0,0.02,0.13
9400,My Spanish Coach,13,2008,Misc,35,0.12,0,0,0.01,0.13
9401,Chessmaster,XB,2004,Misc,35,0.1,0.03,0,0,0.13
9402,Over the Hedge: Hammy Goes Nuts!,DS,2006,2,18,0.12,0,0,0.01,0.13
9403,Fatal Inertia,8,2007,Racing,16,0.12,0,0,0.01,0.13
9404,Superman: The Man of Steel,XB,2002,5,32,0.1,0.03,0,0,0.13
9405,Ken to Mahou to Gakuen Mono. 3,13,2010,4,Acquire,0,0,0.13,0,0.13
9406,Greg Hastings Paintball 2,1,2010,11,505 Games,0.12,0,0,0.01,0.13
9407,The Flintsto2: Bedrock Bowling,PS,2000,1,35,0.07,0.05,0,0.01,0.13
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,5,2014,Adventure,18,0.08,0.04,0,0.01,0.13
9409,NHL 2003,GC,2002,1,34,0.1,0.03,0,0,0.13
9410,Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0,0.01,0.13
9411,Scene It? Bright Lights! Big Screen!,6,2009,Misc,24,0.1,0.01,0,0.01,0.13
9412,My Baby: First Steps,1,2009,Simulation,SouthPeak Games,0.12,0,0,0.01,0.13
9413,Pro Baseball Spirits 2015,11,2015,5,21,0,0,0.13,0,0.13
9414,Shining Force III,SAT,1997,6,12,0,0,0.13,0,0.13
9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,13,2011,1,21,0,0,0.13,0,0.13
9416,Tales of the Heroes: Twin Brave,13,2012,4,9,0,0,0.13,0,0.13
9417,WWE Survivor Series,9,2004,Fighting,THQ,0.09,0.04,0,0,0.13
9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,5,12,0,0,0.13,0,0.13
9419,Super Robot Wars BX,5,2015,5,9,0,0,0.13,0,0.13
9420,Persona 4: Arena,8,2012,Fighting,Atlus,0.08,0.02,0.03,0.01,0.13
9421,Tomb Raider: Legend,XB,2006,5,Eidos Interactive,0.1,0.03,0,0,0.13
9422,Nagano Winter Olympics '98,PS,1997,1,21,0.07,0.05,0,0.01,0.13
9423,Destroy All Humans! Path of the Furon,8,2008,5,THQ,0.08,0.04,0,0.01,0.13
9424,Winning Post 5,4,2001,1,16,0,0,0.13,0,0.13
9425,Star Wars: Lethal Alliance,13,2006,5,35,0.11,0.01,0,0.01,0.13
9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Adventure,Foreign Media Games,0.08,0.04,0,0.01,0.13
9427,All Star Cheer Squad 2,1,2009,1,THQ,0.12,0,0,0.01,0.13
9428,Frogger Beyond,GC,2002,2,21,0.1,0.03,0,0,0.13
9429,RPG Maker II,4,2002,4,Enterbrain,0.06,0.05,0,0.02,0.13
9430,Resident Evil: Revelations 2,11,2015,5,25,0.01,0.05,0.06,0.01,0.13
9431,SpongeBob's Surf & Skate Roadtrip,DS,2011,5,THQ,0.11,0.02,0,0.01,0.13
9432,Destruction Derby Arenas,4,2004,Racing,20,0.06,0.05,0,0.02,0.13
9433,Cabela's Dangerous Hunts 2009,8,2008,1,18,0.12,0,0,0.01,0.13
9434,The Unholy War,PS,1998,6,Eidos Interactive,0.07,0.05,0,0.01,0.13
9435,Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,0.12,0,0,0.01,0.13
9436,Wantame Music Channel: Doko Demo Style,DS,2007,Misc,25,0,0,0.13,0,0.13
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,9,2005,2,35,0.09,0.03,0,0,0.13
9438,Shaman King: Power of Spirit,4,2004,Adventure,21,0.06,0.05,0,0.02,0.13
9439,Eat Lead: The Return of Matt Hazard,6,2009,11,D3Publisher,0.09,0.02,0,0.01,0.13
9440,Attack on Titan (KOEI),11,2016,5,16,0,0,0.13,0,0.13
9441,Soccer Tsuku DS: World Challenge 2010,DS,2010,1,12,0,0,0.13,0,0.13
9442,Family Fortu2,1,2009,Misc,Mindscape,0,0.12,0,0.01,0.13
9443,Megamind: The Blue Defender,13,2010,Adventure,THQ,0.08,0.03,0,0.02,0.13
9444,Contra III: The Alien Wars,7,1992,11,21,0,0,0.13,0,0.13
9445,Dead to Rights: Reckoning,13,2005,23,0.12,0,0,0.01,0.13
9446,The BIGS 2,6,2009,1,26,0.12,0,0,0.01,0.13
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,5,2011,4,33,0,0,0.13,0,0.13
9448,Amagami,4,2009,Adventure,Enterbrain,0,0,0.13,0,0.13
9449,Diablo II,PC,2000,4,Havas Interactive,0.01,0.09,0,0.02,0.13
9450,How to Train Your Dragon 2,6,2014,Adventure,Little Orbit,0.03,0.08,0,0.02,0.13
9451,NBA 08,6,2007,1,20,0.12,0,0,0.01,0.13
9452,The Smurfs 2,8,2013,2,35,0.03,0.09,0,0.01,0.13
9453,NeverDead,6,2012,11,21,0.06,0.04,0.01,0.02,0.13
9454,No Fear Downhill Mountain Biking,PS,1998,1,13,0.07,0.05,0,0.01,0.13
9455,Fire ProWrestling,9,2001,Fighting,Spike,0.09,0.03,0,0,0.13
9456,Eternal Poison (JP sales),4,2008,4,Banpresto,0,0,0.13,0,0.13
9457,Mission: Impossible - Operation Surma,XB,2003,2,32,0.1,0.03,0,0,0.13
9458,Naruto Shippuden: Kizuna Drive,13,2010,5,9,0.04,0.02,0.05,0.02,0.13
9459,The IdolM@ster: One for All,6,2014,Misc,9,0,0,0.13,0,0.13
9460,MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0,0,0.13
9461,Indianapolis 500 Legends,1,2007,Racing,Destineer,0.12,0,0,0.01,0.13
9462,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,6,16,0.05,0.03,0.04,0.01,0.13
9463,Illusion of Gaia,7,1993,4,1,0,0,0.13,0,0.13
9464,Steel Battalion: Heavy Armor,8,2012,Misc,25,0.08,0.03,0.02,0.01,0.13
9465,Academy of Champions: Soccer,1,2009,1,35,0.1,0.02,0,0.01,0.13
9466,Mega Man Anniversary Collection,XB,2005,2,25,0.1,0.03,0,0,0.13
9467,Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,0.08,0.04,0,0.01,0.13
9468,Sally's Salon,DS,2008,Simulation,25,0.12,0,0,0.01,0.13
9469,The Oregon Trail,5,2011,Simulation,Crave Entertainment,0.12,0,0,0.01,0.13
9470,Disruptor,PS,1995,11,Interplay,0.07,0.05,0,0.01,0.13
9471,NBA Ballers: Chosen One,6,2008,1,30,0.12,0,0,0.01,0.13
9472,Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,0.12,0,0,0.01,0.13
9473,Hasbro Family Fun Pack,XOne,2015,Misc,35,0.1,0.02,0,0.01,0.13
9474,Shrek Smash n' Crash Racing,GC,2006,Racing,18,0.1,0.03,0,0,0.13
9475,Under Night In-Birth,6,2014,Fighting,15,0.06,0.02,0.04,0.02,0.13
